year,title,doi,eid
2006,Solving the ZF receiver equation for MIMO systems under variable channel conditions using the block Fourier algorithm,10.1109/ISSSTA.2006.311780,2-s2.0-46149102512
2006,Turbo coded MMSE algorithms for W-CDMA MIMO-BLAST systems,10.1109/ISSSTA.2006.311777,2-s2.0-46149098475
2005,A class of signal-processing schemes for reducing the envelope fluctuations of CDMA signals,10.1109/TCOMM.2005.847127,2-s2.0-20144370068
2005,A decorrelating MUD approach for the downlink of UMTS considering a rake in the receiver,,2-s2.0-34047125280
2005,A V-BLAST detector approach for W-CDMA signals with frequency selective fading,,2-s2.0-34047123726
2005,An iterative frequency-domain decision-feedback receiver for MC-CDMA schemes,,2-s2.0-26444518756
2005,Analytical evaluation of nonlinear effects in MC-CDMA signals,,2-s2.0-33644522717
2005,Frequency-domain space-time precoders for severe time-dispersive channel employing Single-Carrier modulations,,2-s2.0-26444493086
2005,Iterative frequency-domain equalizers for adjacent channel interference suppression,10.1109/GLOCOM.2005.1578439,2-s2.0-33846579679
2005,Iterative Turbo Multipath Interference Cancellation for WCDMA systems with non-uniform modulations,,2-s2.0-26444500122
2005,Low-PMEPR OFDM transmission with an iterative receiver technique for cancellation of nonlinear distortion,10.1109/VETECF.2005.1558972,2-s2.0-34547247480
2005,SIC and PIC multiuser detection for prefix-assisted DS-CDMA systems,,2-s2.0-33644554144
2004,A class of nonlinear signal-processing schemes for bandwidth-efficient OFDM transmission with low envelope fluctuation,10.1109/TCOMM.2004.836567,2-s2.0-9444236830
2004,A multiple access scheme for the uplink of broadband wireless systems,,2-s2.0-18144412744
2004,A new approach for very low-PMEPR transmission in the downlink of a DS/CDMA system,,2-s2.0-15344346480
2004,A technique for reducing the PMEPR of MC-CDMA signals,,2-s2.0-66449104243
2004,An iterative frequency-domain decision feedback receiver for CDMA systems,,2-s2.0-28844458424
2004,An iterative frequency-domain layered space-time receiver for SDMA systems with single-carrier transmission,,2-s2.0-4544321151
2004,Analytical evaluation and optimization of the ADC (Analog-to-Digital Converter) in software radio architectures,,2-s2.0-18144384153
2004,Carrier synchronization requirements for CDMA systems with frequency-domain orthogonal signature sequences,,2-s2.0-26944476668
2004,Channel estimation for MIMO systems employing single-carrier modulations with iterative frequency-domain equalization,,2-s2.0-17144378601
2004,Hybrid time-frequency layered space-time receivers for severe time-dispersive channels,,2-s2.0-21644484484
2004,Iterative block-DFE techniques for single-carrier-based broadband communications with transmit/receive space diversity,,2-s2.0-28844470363
2004,Iterative equalization and carrier synchronization for single-carrier transmission over severe time-dispersive channels,,2-s2.0-18144364292
2004,Iterative layered space-time receivers for single-carrier transmission over severe time-dispersive channels,10.1109/LCOMM.2004.835339,2-s2.0-4744354030
2004,Layered space-time receivers for single-carrier transmission with iterative frequency-domain equalization,,2-s2.0-15344351507
2004,On the impact of phase noise and frequency offsets in block transmission CDMA schemes,,2-s2.0-28844496356
2003,A new method for reducing the dynamic range of OFDM signals,,2-s2.0-1542537577
2003,A new signal processing technique for reducing the PMEPR of a CDMA downlink signal,,2-s2.0-1542537563
2003,An iterative technique for CEPB-OFDM transmission with low out-of-band radiation,,2-s2.0-4143117889
2003,Impact of quantization effects on the multicarrier transmission,,2-s2.0-17444437768
2003,On frequency-domain equalization and diversity combining for broadband wireless communications,10.1109/TCOMM.2003.814204,2-s2.0-0043025489
2003,Performance Evaluation of an Iterative PMEPR-Reducing Technique for OFDM Transmission,,2-s2.0-0842267790
2003,Performance Evaluation of Signal Processing Schemes for Reducing the Envelope Fluctuations of CDMA Signals,,2-s2.0-0842310742
2002,Comparison of techniques for low-PMEPR OFDM transmission,,2-s2.0-0036343343
2001,A new class of signal processing schemes for bandwidth-efficient OFDM transmission with low envelope fluctuation,,2-s2.0-0035189195
2001,Performance evaluation of a signal processing scheme for multicarrier transmission with quasi-constant envelope,,2-s2.0-0035183167
2001,Signal processing schemes for power/bandwidth efficient OFDM transmission with conventional or LINC transmitter structures,,2-s2.0-0034858379
2000,A class of signal processing algorithms for good power/bandwidth tradeoffs with OFDM transmission,,2-s2.0-0034448175
2000,Comparison of two modulation choices for broadband wireless communications,,2-s2.0-0033725565
1999,Adaptive HARQ schemes using punctured RS codes for ATM-compatible broadband wireless communications,,2-s2.0-0033364705
1999,Broadband wireless communications at mm-wave frequencies with a multicarrier modulation scheme,,2-s2.0-0032635822
1999,On the performance evaluation of OFDM transmission using clipping techniques,,2-s2.0-0033358252
1998,Performance evaluation of a multicarrier modulation technique allowing strongly nonlinear amplification,10.1109/ICC.1998.685118,2-s2.0-0031628190
1997,Carrier synchronization with CEPB-OFDM,,2-s2.0-0030653577
1996,Performance evaluation of a power amplification technique for OFDM transmission,,2-s2.0-0030358319
1996,Performance evaluation of OFDM transmission with conventional and two-branch combining power amplification schemes,,2-s2.0-0030362501
1996,Performance trade-offs with quasi-linearly amplified OFDM through a two-branch combining technique,,2-s2.0-0029697021
1995,Adaptive serial OQAM-type receivers for mobile broadband communications,,2-s2.0-0029191938
1994,Performance evaluation of MM-wave digital radio transmission,10.1109/SCVT.1994.574150,2-s2.0-85063366717
1994,Transmission modeling and performance evaluation for mobile radio using OQPSK-type modulations,,2-s2.0-0028491328
